dt,AverageTemperature,AverageTemperatureUncertainty,State,Country,id
1773-07-01,21.645,3.139,Adygey,Russia,1
1773-08-01,20.985,2.9810000000000003,Adygey,Russia,1
1773-09-01,17.776,3.074,Adygey,Russia,1
1773-10-01,11.413,3.055,Adygey,Russia,1
1773-11-01,3.592,4.474,Adygey,Russia,1
1773-12-01,4.011,4.046,Adygey,Russia,1
1774-01-01,-3.559,5.138999999999999,Adygey,Russia,1
1774-02-01,1.347,4.808,Adygey,Russia,1
1774-03-01,4.246,3.165,Adygey,Russia,1
1774-04-01,11.945,4.247,Adygey,Russia,1
1774-05-01,20.224,3.0810000000000004,Adygey,Russia,1
1774-06-01,21.422,5.041,Adygey,Russia,1
1774-07-01,24.147,4.923,Adygey,Russia,1
1774-08-01,21.567,3.234,Adygey,Russia,1
1774-09-01,16.114,3.295,Adygey,Russia,1
1774-10-01,10.117,3.773,Adygey,Russia,1
1774-11-01,1.7110000000000003,4.4110000000000005,Adygey,Russia,1
1774-12-01,-1.3139999999999996,4.244,Adygey,Russia,1
1775-01-01,0.272,4.109,Adygey,Russia,1
1775-02-01,2.5780000000000003,4.032,Adygey,Russia,1
1775-03-01,6.422999999999999,3.116,Adygey,Russia,1
1775-04-01,8.499,2.903,Adygey,Russia,1
1775-05-01,14.374,3.522,Adygey,Russia,1
1775-06-01,17.68,3.585,Adygey,Russia,1
1775-07-01,21.919,2.979,Adygey,Russia,1
1775-08-01,22.444000000000003,2.914,Adygey,Russia,1
1775-09-01,16.498,3.574,Adygey,Russia,1
1775-10-01,12.576,3.213,Adygey,Russia,1
1775-11-01,7.992999999999999,4.916,Adygey,Russia,1
1775-12-01,-0.1659999999999999,2.9160000000000004,Adygey,Russia,1
1776-01-01,-4.939,3.824,Adygey,Russia,1
1776-02-01,2.0380000000000003,3.212,Adygey,Russia,1
1776-03-01,3.3360000000000003,3.378,Adygey,Russia,1
1776-04-01,8.227,2.9360000000000004,Adygey,Russia,1
1776-05-01,14.168,3.149,Adygey,Russia,1
1776-06-01,19.621,3.4360000000000004,Adygey,Russia,1
1776-07-01,21.093000000000004,3.392,Adygey,Russia,1
1776-08-01,21.872,3.791,Adygey,Russia,1
1776-09-01,15.389,3.411,Adygey,Russia,1
1776-10-01,9.245,3.422,Adygey,Russia,1
1776-11-01,4.788,4.202,Adygey,Russia,1
1776-12-01,2.4690000000000003,3.606,Adygey,Russia,1
1777-01-01,2.084,3.735,Adygey,Russia,1
1777-02-01,0.6970000000000001,3.464,Adygey,Russia,1
1777-03-01,3.463,3.04,Adygey,Russia,1
1777-04-01,6.546000000000001,2.872,Adygey,Russia,1
1777-05-01,15.31,3.444,Adygey,Russia,1
1777-06-01,17.988,3.304,Adygey,Russia,1
1777-07-01,19.499,2.962,Adygey,Russia,1
1777-08-01,19.582,3.0010000000000003,Adygey,Russia,1
1777-09-01,15.407,3.976,Adygey,Russia,1
1777-10-01,8.182,4.3210000000000015,Adygey,Russia,1
1777-11-01,5.442,3.004,Adygey,Russia,1
1777-12-01,2.026,2.977,Adygey,Russia,1
1778-01-01,0.1159999999999998,3.407,Adygey,Russia,1
1778-02-01,1.6989999999999998,3.22,Adygey,Russia,1
1778-03-01,3.249,3.663,Adygey,Russia,1
1778-04-01,12.192,2.867,Adygey,Russia,1
1778-05-01,14.851,3.2310000000000003,Adygey,Russia,1
1778-06-01,17.383,4.5760000000000005,Adygey,Russia,1
1778-07-01,21.861,2.931,Adygey,Russia,1
1778-08-01,19.843,3.467,Adygey,Russia,1
1778-09-01,17.802,2.834,Adygey,Russia,1
1778-10-01,9.705,4.805,Adygey,Russia,1
1778-11-01,3.385,3.773,Adygey,Russia,1
1778-12-01,1.022,3.36,Adygey,Russia,1
1779-01-01,-2.927,3.388,Adygey,Russia,1
1779-02-01,1.713,5.817,Adygey,Russia,1
1779-03-01,5.197,3.599,Adygey,Russia,1
1779-04-01,10.829,3.559,Adygey,Russia,1
1779-05-01,17.688,2.895,Adygey,Russia,1
1779-06-01,17.522000000000002,3.656,Adygey,Russia,1
1779-07-01,19.69,3.208,Adygey,Russia,1
1779-08-01,20.399,3.499,Adygey,Russia,1
1779-09-01,16.805,3.2260000000000004,Adygey,Russia,1
1779-10-01,10.434,3.32,Adygey,Russia,1
1779-11-01,6.027,2.9160000000000004,Adygey,Russia,1
1779-12-01,2.089,5.957000000000002,Adygey,Russia,1
1780-01-01,-2.077,3.717,Adygey,Russia,1
1780-02-01,-0.7200000000000001,3.214,Adygey,Russia,1
1780-03-01,4.881,2.846,Adygey,Russia,1
1780-04-01,13.606000000000002,2.934,Adygey,Russia,1
1780-05-01,18.192,3.25,Adygey,Russia,1
1780-06-01,19.448,4.253,Adygey,Russia,1
1780-07-01,22.668000000000003,2.8080000000000003,Adygey,Russia,1
1780-08-01,19.229,3.882,Adygey,Russia,1
1780-09-01,13.456,3.618,Adygey,Russia,1
1780-10-01,11.137,2.893,Adygey,Russia,1
1780-11-01,7.156000000000001,3.053,Adygey,Russia,1
1780-12-01,-0.7930000000000001,2.9410000000000003,Adygey,Russia,1
1781-01-01,-1.406,5.3210000000000015,Adygey,Russia,1
1781-02-01,-1.5180000000000002,6.792000000000002,Adygey,Russia,1
1781-03-01,3.1790000000000003,2.714,Adygey,Russia,1
1781-04-01,7.949000000000002,2.8960000000000004,Adygey,Russia,1
1781-05-01,14.888,2.923,Adygey,Russia,1
1781-06-01,17.572,2.747,Adygey,Russia,1
1781-07-01,21.693,3.125,Adygey,Russia,1
1781-08-01,22.455,2.637,Adygey,Russia,1
1781-09-01,16.03,4.714,Adygey,Russia,1
1781-10-01,10.005,2.555,Adygey,Russia,1
1781-11-01,8.236,2.937,Adygey,Russia,1
1781-12-01,0.2919999999999998,4.989,Adygey,Russia,1
1782-01-01,-2.478,3.718,Adygey,Russia,1
1782-02-01,-4.628,6.34,Adygey,Russia,1
1782-03-01,2.268,2.727,Adygey,Russia,1
1782-04-01,9.568,4.113,Adygey,Russia,1
1782-05-01,14.909,3.648,Adygey,Russia,1
1782-06-01,18.62,3.309,Adygey,Russia,1
1782-07-01,21.484,4.271,Adygey,Russia,1
1782-08-01,22.359,3.519,Adygey,Russia,1
1782-09-01,16.758,3.341,Adygey,Russia,1
1782-10-01,11.258,3.784,Adygey,Russia,1
1782-11-01,5.191,5.648,Adygey,Russia,1
1782-12-01,-1.759,4.566,Adygey,Russia,1
1783-01-01,-5.323,5.976,Adygey,Russia,1
1783-02-01,2.599,4.245,Adygey,Russia,1
1783-03-01,3.377,3.1260000000000003,Adygey,Russia,1
1783-04-01,8.932,2.622,Adygey,Russia,1
1783-05-01,16.823,3.88,Adygey,Russia,1
1783-06-01,20.756,2.656,Adygey,Russia,1
1783-07-01,19.522,3.063,Adygey,Russia,1
1783-08-01,21.813,2.742,Adygey,Russia,1
1783-09-01,15.418,3.936,Adygey,Russia,1
1783-10-01,9.62,3.799,Adygey,Russia,1
1783-11-01,1.7819999999999998,3.056,Adygey,Russia,1
1783-12-01,-0.995,3.279,Adygey,Russia,1
1784-01-01,-0.79,5.797999999999999,Adygey,Russia,1
1784-02-01,-2.332,5.909,Adygey,Russia,1
1784-03-01,3.139,3.682,Adygey,Russia,1
1784-04-01,9.784,6.107,Adygey,Russia,1
1784-05-01,13.373,3.11,Adygey,Russia,1
1784-06-01,18.325,3.137,Adygey,Russia,1
1784-07-01,22.026,4.007,Adygey,Russia,1
1784-08-01,24.21,5.101,Adygey,Russia,1
1784-09-01,15.673,3.908,Adygey,Russia,1
1784-10-01,8.859,3.952,Adygey,Russia,1
1784-11-01,5.327000000000001,3.039,Adygey,Russia,1
1784-12-01,1.842,3.391,Adygey,Russia,1
1785-01-01,-2.349,3.983,Adygey,Russia,1
1785-02-01,-1.67,3.831,Adygey,Russia,1
1785-03-01,-1.6079999999999997,3.642,Adygey,Russia,1
1785-04-01,7.859,3.343,Adygey,Russia,1
1785-05-01,13.847,3.854,Adygey,Russia,1
1785-06-01,19.108,3.531,Adygey,Russia,1
1785-07-01,21.2,3.592,Adygey,Russia,1
1785-08-01,21.761,3.4,Adygey,Russia,1
1785-09-01,15.475,2.8560000000000003,Adygey,Russia,1
1785-10-01,8.342,2.9960000000000004,Adygey,Russia,1
1785-11-01,6.494,3.701,Adygey,Russia,1
1785-12-01,-0.8190000000000001,2.698,Adygey,Russia,1
1786-01-01,-2.725,2.91,Adygey,Russia,1
1786-02-01,-1.7080000000000002,2.9730000000000003,Adygey,Russia,1
1786-03-01,4.871,4.2010000000000005,Adygey,Russia,1
1786-04-01,10.519,3.639,Adygey,Russia,1
1786-05-01,14.294,3.722,Adygey,Russia,1
1786-06-01,18.253,2.694,Adygey,Russia,1
1786-07-01,22.4,3.899,Adygey,Russia,1
1786-08-01,21.966,5.569,Adygey,Russia,1
1786-09-01,18.055,5.903,Adygey,Russia,1
1786-10-01,8.896,2.6830000000000003,Adygey,Russia,1
1786-11-01,3.154,4.686,Adygey,Russia,1
1786-12-01,-2.122,3.1260000000000003,Adygey,Russia,1
1787-01-01,-0.1420000000000001,3.707,Adygey,Russia,1
1787-02-01,-0.4209999999999999,4.3260000000000005,Adygey,Russia,1
1787-03-01,3.955,3.047,Adygey,Russia,1
1787-04-01,8.459,3.141,Adygey,Russia,1
1787-05-01,15.367,4.11,Adygey,Russia,1
1787-06-01,19.763,4.017,Adygey,Russia,1
1787-07-01,20.85,4.68,Adygey,Russia,1
1787-08-01,21.17,3.914,Adygey,Russia,1
1787-09-01,14.659,3.224,Adygey,Russia,1
1787-10-01,9.945,5.457999999999998,Adygey,Russia,1
1787-11-01,6.07,2.762,Adygey,Russia,1
1787-12-01,0.4650000000000001,3.758,Adygey,Russia,1
1788-01-01,-2.536,2.665,Adygey,Russia,1
1788-02-01,0.52,4.643,Adygey,Russia,1
1788-03-01,4.406000000000001,3.229,Adygey,Russia,1
1788-04-01,8.791,3.124,Adygey,Russia,1
1788-05-01,13.826,2.705,Adygey,Russia,1
1788-06-01,19.751,2.9560000000000004,Adygey,Russia,1
1788-07-01,24.279,3.633,Adygey,Russia,1
1788-08-01,20.822,2.737,Adygey,Russia,1
1788-09-01,16.855999999999998,2.759,Adygey,Russia,1
